id,first_name,last_name,age,gender,birth_year,marital_status,education_level,employment_status,occupation,annual_income,household_size,location,full_address,phone_number,email,temperament_type,temperament_description,temperament_traits,country,locale
c061335b,Melanie,Sims,52,Female,1974,Divorced,Associate degree,Employed part-time,Patent attorney,18257,2,New Leighport,"510 Third Close, New Oliviashire, G1 9JS",+442074960386,xjohnson@example.com,Calm,"Even-tempered, rarely shows strong emotions","peaceful, composed, steady",United Kingdom,en_GB
e745848b,Jill,Jones,32,Female,1994,Single,Associate degree,Employed full-time,Geochemist,59313,2,South Meganton,"173 East Road, South Bethanyburgh, WC2Y 3QW",(020) 7496 0866,zlawrence@example.net,Reserved,"Quiet, prefers solitude or small groups","introverted, quiet, private",United Kingdom,en_GB
a6b3955a,Michael,Taylor,93,Male,1933,Widowed,"Some college, no degree",Retired,,37429,1,Lake Jamiebury,"278 Church Gardens, Natashashire, PR0 7BN",+44(0)116 496 0075,jonathanmorris@example.com,Pessimistic,"Tends to focus on negative aspects, expects the worst","negative, doubtful, cynical",United Kingdom,en_GB
2a28df49,Amy,Johnson,33,Female,1993,Single,"Some college, no degree",Employed full-time,Financial trader,67365,2,Geraldinemouth,"721 Mohammed Avenue, New Christine, M1K 1FZ",+4429 2018 0213,kathryn54@example.org,Calm,"Even-tempered, rarely shows strong emotions","peaceful, composed, steady",United Kingdom,en_GB
628ac611,Hollie,Williams,51,Female,1975,Married,Associate degree,Employed part-time,Financial controller,28277,2,Watsonberg,"942 North Square, Lake Charlotte, UB1 2TS",0116 496 0426,bhunt@example.org,Pessimistic,"Tends to focus on negative aspects, expects the worst","negative, doubtful, cynical",United Kingdom,en_GB
250b436e,Kenneth,Lewis,49,Male,1977,Married,High school diploma/GED,Student,,5370,2,Lake Johnshire,"332 Law Close, East Keith, L4 5DX",+44(0)191 4960209,fcollins@example.org,Pessimistic,"Tends to focus on negative aspects, expects the worst","negative, doubtful, cynical",United Kingdom,en_GB
73cd2acb,Phillip,Taylor,19,Male,2007,Single,High school diploma/GED,Unemployed,,1393,2,Lake Pauline,"906 Ward Terrace, Kieranfurt, M3 3HJ",+441134960605,amandachapman@example.com,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
ce364eea,Peter,Fowler,48,Male,1978,Married,Bachelor's degree,Employed full-time,Museum/gallery curator,77116,1,Smartchester,"109 Maple Square, New Ashleigh, M93 7XA",01914960374,zbrooks@example.org,Pessimistic,"Tends to focus on negative aspects, expects the worst","negative, doubtful, cynical",United Kingdom,en_GB
1eff65c4,Leslie,Patel,72,Male,1954,Widowed,High school diploma/GED,Self-employed,,26277,1,Gillianfurt,"907 Hill Close, North Russell, HU6 4XS",+44(0)151 496 0419,olivia24@example.net,Calm,"Even-tempered, rarely shows strong emotions","peaceful, composed, steady",United Kingdom,en_GB
184aee46,Ian,Fletcher,22,Male,2004,Single,High school diploma/GED,Employed full-time,Television production assistant,27468,2,South Mark,"320 Ward Terrace, Summershaven, BL3Y 8GL",0808 157 0935,obrienvictoria@example.net,Pessimistic,"Tends to focus on negative aspects, expects the worst","negative, doubtful, cynical",United Kingdom,en_GB
7db1f9bf,Kate,Thompson,42,Female,1984,Married,"Some college, no degree",Employed full-time,"Conservator, museum/gallery",48573,2,Marshallview,"133 Third Close, Gilbertton, B02 6XA",+44(0)1632960927,colesstanley@example.net,Reserved,"Quiet, prefers solitude or small groups","introverted, quiet, private",United Kingdom,en_GB
3473c45b,Gerard,Young,82,Male,1944,Married,Associate degree,Retired,,54486,1,Elliotfurt,"697 Garden Terrace, South Adam, KT5W 2ZH",01632 960341,brownmark@example.org,Analytical,"Logical, thinks things through carefully","logical, methodical, rational",United Kingdom,en_GB
3b4b9f6a,Claire,Johnson,56,Female,1970,Single,Master's degree,Unemployed,,8987,2,Joefurt,"246 Fourth Lane, Batesview, PA0Y 9DA",0306 999 0494,daniellefoster@example.com,Laid-back,"Relaxed, goes with the flow","relaxed, easygoing, flexible",United Kingdom,en_GB
1b02f182,William,Morrison,75,Male,1951,Married,High school diploma/GED,Retired,,33645,3,Lake Barbaraside,"265 Kennedy Lane, Wrightburgh, L57 2FT",+44151 4960105,kalexander@example.net,Reserved,"Quiet, prefers solitude or small groups","introverted, quiet, private",United Kingdom,en_GB
aadeea43,Louis,Ali,85,Male,1941,Married,High school diploma/GED,Retired,,51643,1,Andrewhaven,"372 Park Road, Port Kevinhaven, N2B 3HJ",+44161 496 0494,harrisjordan@example.com,Laid-back,"Relaxed, goes with the flow","relaxed, easygoing, flexible",United Kingdom,en_GB
8aa4bf98,Denis,Lewis,54,Male,1972,Married,Bachelor's degree,Employed full-time,"Merchandiser, retail",75945,2,South Gordon,"297 Moore Street, Port Wayne, M1J 7JH",(0151) 496 0421,imatthews@example.com,Analytical,"Logical, thinks things through carefully","logical, methodical, rational",United Kingdom,en_GB
bd180355,Howard,Murray,91,Male,1935,Married,High school diploma/GED,Retired,,51090,2,Frankmouth,"32 East Road, Nathanport, HU5 1AX",+44(0)1914960031,lauracollier@example.org,Reserved,"Quiet, prefers solitude or small groups","introverted, quiet, private",United Kingdom,en_GB
45fcaf00,George,Phillips,82,Male,1944,Widowed,"Some college, no degree",Homemaker,,34038,2,Duncanburgh,"523 Lake Close, South Charlotteborough, CF6E 1JT",(0808)1570885,whiteheadann@example.net,Laid-back,"Relaxed, goes with the flow","relaxed, easygoing, flexible",United Kingdom,en_GB
5a0bd09b,Natalie,Collins,99,Female,1927,Married,Master's degree,Retired,,52298,2,Jarvistown,"583 Kirsty Grove, Port Patrickview, S53 8DL",(0161) 4960898,robertsvanessa@example.net,Optimistic,"Generally positive outlook, sees the good in situations","positive, hopeful, cheerful",United Kingdom,en_GB
33912e7d,Bryan,Freeman,56,Male,1970,Married,High school diploma/GED,Employed full-time,Agricultural engineer,35047,3,Gillianport,"753 Carroll Close, Iainland, L0W 2GS",+4429 2018 0248,charltonleanne@example.com,Patient,"Tolerant, slow to anger","tolerant, understanding, gentle",United Kingdom,en_GB
7852d952,Hilary,Hancock,65,Female,1961,Domestic partnership,Professional degree,Retired,,54626,2,Olivialand,"160 East Terrace, Benberg, S98 1ND",+44(0)28 9018751,victor87@example.com,Outgoing,"Social, enjoys being around people","social, extroverted, friendly",United Kingdom,en_GB
121bccb7,Abdul,Field,56,Male,1970,Married,Associate degree,Unemployed,,12791,3,Annahaven,"238 North Close, South Dianefort, L77 7EE",+44(0)808 157 0512,kaurpauline@example.com,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
391bd2fa,Wayne,Price,59,Male,1967,Divorced,Bachelor's degree,Employed full-time,Garment/textile technologist,88822,2,Port Shane,"367 West Street, Mollyton, N81 2DY",+44(0)1614960055,gshaw@example.net,Calm,"Even-tempered, rarely shows strong emotions","peaceful, composed, steady",United Kingdom,en_GB
8f6edd33,Joan,Jackson,79,Female,1947,Married,High school diploma/GED,Retired,,57912,2,Lake Hughshire,"934 Amy Gardens, New Jonathanberg, W5 3NA",(0115)4960143,andrewsaunders@example.org,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
431d45f1,Julian,Hall,61,Male,1965,Domestic partnership,Associate degree,Employed full-time,Building surveyor,47751,2,Port Donald,"599 Norton Square, Barbaraside, B78 8DW",+44292018505,markabbott@example.net,Ambitious,"Driven, goal-oriented","motivated, determined, focused",United Kingdom,en_GB
a88fd5b2,Julia,Jennings,44,Female,1982,Domestic partnership,"Some college, no degree",Homemaker,,61427,5,Rosefurt,"73 West Grove, Ryanmouth, M6W 0EP",+441134960039,christian56@example.net,Patient,"Tolerant, slow to anger","tolerant, understanding, gentle",United Kingdom,en_GB
0c4c7c83,Kieran,Bradshaw,88,Male,1938,Married,Associate degree,Retired,,53156,2,New Andrew,"467 Kirsty Grove, Owenfurt, S53 5HT",+44808 157 0092,leighroberts@example.net,Laid-back,"Relaxed, goes with the flow","relaxed, easygoing, flexible",United Kingdom,en_GB
4ab2b71a,Gail,Hammond,81,Female,1945,Divorced,Less than high school,Retired,,30038,2,Carlland,"80 Lake Crescent, Lake Patricia, W4G 3ZY",+44116 496 0587,gracecarter@example.org,Patient,"Tolerant, slow to anger","tolerant, understanding, gentle",United Kingdom,en_GB
054cefe6,Carol,Whittaker,94,Female,1932,Married,High school diploma/GED,Retired,,56904,1,New Andreaberg,"226 Carroll Close, Port Alexandraland, FY9W 0DP",+44131 4960796,christopher31@example.net,Reserved,"Quiet, prefers solitude or small groups","introverted, quiet, private",United Kingdom,en_GB
7ad3f826,Julia,Harrison,99,Female,1927,Married,High school diploma/GED,Retired,,20209,3,Burtonfort,"181 East Terrace, Frankmouth, L4 0RE",+44117 4960698,jordan43@example.com,Calm,"Even-tempered, rarely shows strong emotions","peaceful, composed, steady",United Kingdom,en_GB
894e694f,Terry,Hill,28,Male,1998,Married,High school diploma/GED,Employed full-time,"Nurse, mental health",29801,4,Adamsmouth,"685 Park Road, Clareton, IG86 6GZ",+44121 496 0116,baileytracy@example.org,Reserved,"Quiet, prefers solitude or small groups","introverted, quiet, private",United Kingdom,en_GB
3e05f919,Joshua,Simpson,32,Male,1994,Divorced,Less than high school,Employed full-time,"Scientist, clinical (histocompatibility and immunogenetics)",42029,4,Emmaview,"394 Reynolds Lane, Connorhaven, E00 0PS",+4428 9018416,egrant@example.org,Calm,"Even-tempered, rarely shows strong emotions","peaceful, composed, steady",United Kingdom,en_GB
73770c1a,Raymond,Butler,72,Male,1954,Widowed,Bachelor's degree,Retired,,35489,2,Robertsmouth,"690 Ward Terrace, Joannaburgh, E13 2HU",+44161 4960116,frostsophie@example.net,Calm,"Even-tempered, rarely shows strong emotions","peaceful, composed, steady",United Kingdom,en_GB
e25b8e14,Sandra,Morris,57,Female,1969,Single,High school diploma/GED,Homemaker,,29775,1,New Jordanview,"709 Green Street, Port Joannashire, SE1 8BF",+44114 4960977,judithali@example.net,Pessimistic,"Tends to focus on negative aspects, expects the worst","negative, doubtful, cynical",United Kingdom,en_GB
7b23f8e5,Geraldine,Dobson,33,Female,1993,Single,Master's degree,Employed part-time,Operational researcher,27766,2,Gavinville,"446 Patrick Gardens, Nigelville, N5 0RD",028 9018611,thomastimothy@example.net,Calm,"Even-tempered, rarely shows strong emotions","peaceful, composed, steady",United Kingdom,en_GB
7067b60b,Katie,Hill,88,Female,1938,Married,Master's degree,Retired,,36678,1,Port Rickyfort,"652 Rose Road, Dannymouth, SG2 9RU",(0117) 496 0680,mitchellvictoria@example.net,Ambitious,"Driven, goal-oriented","motivated, determined, focused",United Kingdom,en_GB
69f89602,Samantha,Cunningham,18,Female,2008,Single,Bachelor's degree,Student,,5326,2,West Lawrencefurt,"933 Church Crescent, Howardfurt, E9 3TE",+44(0)191 496 0918,oscott@example.com,Analytical,"Logical, thinks things through carefully","logical, methodical, rational",United Kingdom,en_GB
e5118f95,Jay,Khan,71,Male,1955,Separated,"Some college, no degree",Employed part-time,Armed forces operational officer,17920,2,Lake Henry,"137 Mohammed Avenue, East Mohammedton, G1F 3PE",(0118) 496 0267,fsinclair@example.org,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
b4ab4bb5,Francis,Lloyd,35,Male,1991,Widowed,High school diploma/GED,Employed full-time,Visual merchandiser,45305,2,East Holly,"678 Moore Street, West Sean, LS70 8UU",+441632 960441,hopejanet@example.com,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
1265aaf1,Roger,Palmer,21,Male,2005,Married,Bachelor's degree,Unemployed,,14319,1,Dorothyburgh,"376 North Close, Donnaton, FK90 9TY",(0191) 496 0555,janedavies@example.net,Optimistic,"Generally positive outlook, sees the good in situations","positive, hopeful, cheerful",United Kingdom,en_GB
d367d531,Reece,Fox,48,Male,1978,Married,Professional degree,Employed part-time,Manufacturing engineer,23110,3,New Timothyport,"168 Oak Street, Campbellville, M23 8SG",0289018520,bethan10@example.net,Ambitious,"Driven, goal-oriented","motivated, determined, focused",United Kingdom,en_GB
7768db0d,Tina,North,95,Female,1931,Single,"Some college, no degree",Retired,,41037,3,Melissaborough,"947 Ward Terrace, Hallbury, S5C 5PU",+44(0)121 4960359,lsmith@example.com,Optimistic,"Generally positive outlook, sees the good in situations","positive, hopeful, cheerful",United Kingdom,en_GB
d4667428,Hollie,Davey,38,Female,1988,Married,Master's degree,Employed full-time,Paramedic,120768,1,Keithside,"869 Kirsty Grove, Wongtown, PH7 4PT",+44151 496 0915,josephine31@example.org,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
ad386a25,Frederick,Gregory,79,Male,1947,Widowed,Bachelor's degree,Retired,,50905,2,Anthonyville,"863 Oak Street, New Rebeccabury, CA6 8PX",0808 1570760,bankslynne@example.com,Ambitious,"Driven, goal-oriented","motivated, determined, focused",United Kingdom,en_GB
4035c23f,Elaine,Pearson,24,Female,2002,Single,"Some college, no degree",Employed full-time,Horticultural consultant,45888,1,New Dorothy,"11 South Crescent, North Rickyton, LU9 6TP",0115 496 0218,lesley72@example.net,Impulsive,"Acts on instinct, makes quick decisions","spontaneous, instinctive, reactive",United Kingdom,en_GB
d2303af5,Robert,Turner,81,Male,1945,Married,Doctoral degree,Employed full-time,Social researcher,52424,1,Warnermouth,"690 West Road, West Owenfort, DE8 1NQ",+44113 4960994,michael64@example.net,Outgoing,"Social, enjoys being around people","social, extroverted, friendly",United Kingdom,en_GB
d557e030,Nicholas,Parker,36,Male,1990,Single,"Some college, no degree",Disabled,,37274,4,Daviesport,"263 West Road, Wilsonfurt, PH08 1WH",+4429 2018 0543,abdulmurphy@example.org,Outgoing,"Social, enjoys being around people","social, extroverted, friendly",United Kingdom,en_GB
0a4e581e,Danny,Lloyd,40,Male,1986,Married,Master's degree,Employed full-time,Photographer,104221,2,Gilliantown,"831 West Grove, North Reecehaven, G8 7GP",+44(0)9098790558,jonathanbell@example.com,Optimistic,"Generally positive outlook, sees the good in situations","positive, hopeful, cheerful",United Kingdom,en_GB
92929a9c,Sylvia,Thomas,78,Female,1948,Married,High school diploma/GED,Retired,,44666,1,East Henrytown,"827 Sanders Square, Thomaston, CM0 1WH",(0115)4960114,robert08@example.com,Aggressive,"Quick to anger, confrontational","assertive, forceful, competitive",United Kingdom,en_GB
5744ee53,Amy,Gray,43,Female,1983,Married,Master's degree,Employed full-time,Sales executive,97942,3,Butlerport,"44 Garden Terrace, Mayborough, HR8W 1AW",+44(0)289018862,kerry42@example.com,Aggressive,"Quick to anger, confrontational","assertive, forceful, competitive",United Kingdom,en_GB
5dde1d9e,Denise,Edwards,60,Female,1966,Divorced,High school diploma/GED,Employed full-time,"Sales professional, IT",38197,2,Elliottland,"165 Moore Street, Port Hollie, IP1E 0AU",(028) 9018096,joshuajohnson@example.net,Reserved,"Quiet, prefers solitude or small groups","introverted, quiet, private",United Kingdom,en_GB
cc447b33,Josh,Cook,97,Male,1929,Married,Associate degree,Self-employed,,34345,2,South Erichaven,"815 North Close, Lake Christineport, S90 1XZ",(0117)4960008,helenwilliams@example.net,Impulsive,"Acts on instinct, makes quick decisions","spontaneous, instinctive, reactive",United Kingdom,en_GB
eaa00f20,Julie,Jordan,40,Female,1986,Married,Master's degree,Employed full-time,Claims inspector/assessor,73588,3,Jamietown,"539 Patrick Gardens, Joyceport, DY7N 5SU",+44(0)116 496 0196,clifford72@example.com,Ambitious,"Driven, goal-oriented","motivated, determined, focused",United Kingdom,en_GB
b5e4dbf2,Donna,Francis,92,Female,1934,Separated,Less than high school,Retired,,26858,2,Lucyside,"851 Daisy Terrace, West Kirstyhaven, E5D 3BP",+44808 157 0956,sbradley@example.com,Laid-back,"Relaxed, goes with the flow","relaxed, easygoing, flexible",United Kingdom,en_GB
4db97e0e,Debra,Knight,58,Female,1968,Married,"Some college, no degree",Employed full-time,Quality manager,31967,2,North Jay,"740 Lydia Street, Johnsonbury, EX32 9ZE",+44117 4960511,ohowarth@example.com,Ambitious,"Driven, goal-oriented","motivated, determined, focused",United Kingdom,en_GB
6d70a55f,Cheryl,Pritchard,78,Female,1948,Divorced,Bachelor's degree,Retired,,39544,1,West Max,"782 Maple Square, Sianland, PE8 6ZJ",+44161 4960103,rwebb@example.org,Outgoing,"Social, enjoys being around people","social, extroverted, friendly",United Kingdom,en_GB
1691dff6,Martyn,Williams,82,Male,1944,Separated,Less than high school,Retired,,23583,1,South Kayleighton,"513 West Road, Lake Jason, G49 6SR",(0131) 496 0896,xholt@example.net,Laid-back,"Relaxed, goes with the flow","relaxed, easygoing, flexible",United Kingdom,en_GB
a375a29c,Patricia,Spencer,62,Female,1964,Married,High school diploma/GED,Employed full-time,Records manager,28080,2,Sharpechester,"266 East Road, Lake Shaneton, N2J 5XY",(0121)4960751,linda44@example.net,Calm,"Even-tempered, rarely shows strong emotions","peaceful, composed, steady",United Kingdom,en_GB
